PMID	Title	DOI	Journal	Year	Volume	Issue	Total_author_count	Affiliated_author_count	Affiliated_author_names	Affilated_author_affiliations	Is_valid_hit	Affiliated_author_affiliations
27931250	Tracing the origin of disseminated tumor cells in breast cancer using single-cell sequencing.		Genome biology	2016	17.0	1	20.0	1.0	White_Kevin_P			tempus labs, chicago, il, 60654, usa. kpwhite@uchicago.edu.
27614579	A novel high-throughput multi-parameter flow cytometry based method for monitoring and rapid characterization of microbiome dynamics in anaerobic systems.	10.1016/j.biortech.2016.08.076	Bioresource technology	2016	220.0		6.0	1.0	Dolatowski_William			tempus health, inc., 600 w chicago st, floor 7 light bank office, chicago, il 60654, usa. electronic address: will@tempus.com.
27227433	Virtual Experiments Enable Exploring and Challenging Explanatory Mechanisms of Immune-Mediated P450 Down-Regulation.	10.1371/journal.pone.0155855	PloS one	2016	11.0	5	3.0	1.0	Ropella_Glen_E_P			tempus dictum, inc., portland, oregon, united states of america.
26839017	A cell-centered, agent-based framework that enables flexible environment granularities.	10.1186/s12976-016-0030-9	Theoretical biology & medical modelling	2016	13.0		3.0	1.0	Ropella_Glen_Ep			tempus dictum, inc., milwaukie, or, usa.
21129207	Cloud computing and validation of expandable in silico livers.	10.1186/1752-0509-4-168	BMC systems biology	2010	4.0		2.0	1.0	Ropella_Glen_E_P			tempus dictum, inc., portland, or 97202, usa.
17100909	Scanning electron microscopy and transmission electron microscopy microstructural investigation of high-speed tool steel after Nd:YAG pulsed laser melting.		Journal of microscopy	2006	224.0	Pt 1	4.0	1.0	Kac_S			faculty of metallurgy and materials science, university of mining and metallurgy, 30 mickiewicza ave., 30-059 krakow, poland. skac@tempus.metal.agh.edu.pl
17100905	Structural analyses of Nd-doped CeO thin films deposited by pulsed laser deposition.		Journal of microscopy	2006	224.0	Pt 1	6.0	1.0	Kopia_A			faculty of metallurgy and materials science, agh university of science and technology, 30 mickiewicza avenue, 30-059 cracow, poland. kopia@tempus.metal.agh.edu.pl
17100899	Transmission electron microscopy study of crystallization in Fe-Si-B-Cr-C amorphous alloy.		Journal of microscopy	2006	224.0	Pt 1	4.0	1.0	Kozieł_T			university of science and technology, faculty of metallurgy and materials science, al. mickiewicza 30, 30-059 cracow, poland. tkoziel@tempus.metal.agh.edu.pl
10387355	Online insurance eligibility verification in scheduling. Where do your patients enter the healthcare process?		The NAHAM management journal	1998	24.0	5	1.0	1.0	Lang_M			tempus software, inc., jacksonville, fl, usa.
10180237	Technology is expanding healthcare access.		The NAHAM management journal	1998	24.0	3	1.0	1.0	Lang_M			tempus software, inc., jacksonville, fl, usa.
31754638	Erratum: Publisher Correction: Development and validation of a deep learning algorithm for improving Gleason scoring of prostate cancer.	10.1038/s41746-019-0196-8	NPJ digital medicine		2.0		19.0	1.0	Stumpe_Martin_C			present address: ai and data science, tempus labs inc, chicago, united states.
31169780	Competence-Based Curriculum Development in Nursing Education: A Story From the Western Balkans.	10.1097/01.NEP.0000000000000521	Nursing education perspectives		40.0	6	10.0	1.0	Bokonjić_Dejan			about the authors dejan bokonjić, phd, and maja račić, phd, are associate professors, faculty of medicine, university of east sarajevo, foča, bosnia and herzegovina. srdjan mašić, msph, is with the faculty of medicine, university of east sarajevo. mirza oruč, msd, rn, is an instructor, faculty of medicine, university of zenica, zenica, bosnia and herzegovina. lubica rybarova, rn, phs, is a professor, faculty of health care, university of prešov, prešov, slovakia. kristina vidović, msd, rn, is an instructor, university of mostar, mostar, bosnia and herzegovina. belinda drieghe, bscn, rn, is an instructor, university college odisee, brussels, belgium. johan van wieren, phd, rn, is an instructor, hanze university of applied sciences, groningen, the netherlands. erard çurçija, bscn, rn, is an instructor, university of shkodra, lugić gurakuqi, shkodra, albania. luis seiti, bscn, rn, is an instructor, eqrem çabej university of gjirokastra, gjirokastra, albania. this article was developed on the basis of the tempus project competency-based curriculum reform in nursing and caring in western balkan universities (544169-tempus-1-2013-1-be-tempus-jpcr). the authors are grateful to annette schuster, bn, macp, and elizabeth klaassen for their help in editing the article. for more information, contact maja račić at maja.racic@ues.rs.ba.
9471527	[Entropy in the assessment of diagnostic importance of changes in urine].		Medicinski pregled		50.0	9-10	2.0	1.0	Tepavcević_D			univerzitet u novom sadu, centar za univerzitetske studije yuee tempus centar.
